('0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0', 1),3.977490572455189
('0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0', 0),19.995167575190408
('0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0', 1),17.996307431629045
('0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0', 2),17.99480207391315
('0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0', 0),19.999959407850916
('0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0', 1),17.99260078994194
('0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0', 2),17.999953531839417
('0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0', 0),19.983786798550078
('0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0', 1),17.985489972586528
('0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0', 2),17.984650613632006
('0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0', 0),19.784981100982947
('0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0', 1),17.899961159260453
('0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0', 2),17.907818640988438
('1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0', 0),18.778554967137705
('1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0', 1),17.868439064656464
('1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0', 2),17.88216517039548
('0,0,0,0,0,0,0,0,0,0', 0),-30.535514143544496
('0,0,0,0,0,0,0,0,0,0', 1),12.226874852491106
('0,0,0,0,0,0,0,0,0,0', 2),8.961509760757878
('0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0', 0),19.258693234846398
('0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0', 1),17.065639459829345
('0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0', 2),16.963262612207874
('0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0', 0),6.834362676384945
('0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0', 1),3.8867873450757964
('0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0', 2),5.634056380749718
('0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0', 0),5.874268409946598
('0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0', 2),2.9978025457001456
('0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0', 0),6.683562179005451
('0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0', 1),7.167830491321844
('0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0', 2),5.222337813225363
('0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0', 0),7.391236009231808
('0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0', 1),3.44042063436292
('0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0', 2),1.0730007351011517
